CustomerID,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,CLTV
2172-EJXVF,Female,1,0,0,71,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,105.9,7521.95,0,5479
4536-PLEQY,Male,0,1,0,12,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),85.05,999.8,0,2540
7029-IJEJK,Female,0,0,0,54,0,0,DSL,1,0,0,1,0,1,One year,0,Bank transfer (automatic),44.1,2369.7,0,6205
8871-JLMHM,Female,0,1,0,68,1,1,Fiber optic,0,1,1,1,0,0,Two year,0,Credit card (automatic),90.2,6297.65,0,4095
5447-VYTKW,Male,0,0,0,27,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Mailed check,53.45,1461.45,0,2191
3623-FQBOX,Male,0,0,0,21,1,0,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.95,416.4,0,3632
8659-HDIYE,Female,1,0,0,64,1,1,DSL,0,1,1,1,0,1,Month-to-month,0,Credit card (automatic),74.65,4869.35,0,5113
3474-BAFSJ,Male,0,1,0,57,0,0,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),57.5,3265.95,0,4133
3865-ZFZIB,Male,0,0,0,19,1,0,0,0,0,0,0,0,0,Two year,0,Mailed check,19.65,358.15,0,5596
1855-AGAWH,Male,0,1,0,31,1,0,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,93.8,2939.8,0,2510
7109-CQYUZ,Male,0,0,0,52,1,1,DSL,1,1,1,1,1,1,Two year,1,Mailed check,89.25,4652.4,0,4624
1370-GGAWX,Female,0,0,0,46,1,1,Fiber optic,0,1,1,0,0,1,One year,1,Electronic check,94.15,4408.45,0,3924
4680-KUTAJ,Female,1,0,0,11,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,55.6,580.8,0,5014
5307-UVGNB,Female,0,1,1,53,0,0,DSL,1,1,1,0,0,1,Month-to-month,1,Bank transfer (automatic),48.7,2495.2,0,4116
2883-ILGWO,Male,1,0,0,57,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),104.9,5913.95,0,5838
3642-BYHDO,Female,0,1,1,71,1,0,0,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.9,1389.35,0,5789
9629-NHXFW,Female,0,1,1,1,1,0,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.4,19.4,0,3160
2696-RZVZW,Male,0,1,0,68,1,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.05,1629.2,0,4187
5766-FTRTS,Male,0,1,0,72,1,0,DSL,1,1,1,1,1,1,Two year,0,Mailed check,84.45,6033.1,0,6297
0396-HUJBP,Female,0,0,0,2,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.3,44.4,0,3009
8879-ZKJOF,Female,0,0,0,41,1,0,DSL,1,0,1,1,1,1,One year,1,Bank transfer (automatic),79.85,3320.75,0,5556
6285-FTQBF,Male,0,1,1,72,1,1,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.55,1867.7,0,6425
1474-JUWSM,Female,0,1,0,58,1,1,DSL,1,0,0,1,0,1,One year,1,Electronic check,68.4,3972.25,0,5269
3530-CRZSB,Female,0,0,0,7,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.65,155.9,0,2100
8498-XXGWA,Female,0,1,0,65,1,0,DSL,1,0,1,0,0,0,Month-to-month,1,Mailed check,55.15,3673.15,0,6205
9617-INGJY,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.6,70.6,0,3530
0621-TSSMU,Male,0,1,0,56,1,0,0,0,0,0,0,0,0,One year,0,Credit card (automatic),19.95,1126.75,0,4838
7234-KMNRQ,Male,0,0,0,4,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.0,73.45,0,4345
7636-PEPNS,Female,0,1,1,58,1,0,DSL,0,0,0,0,0,0,One year,1,Mailed check,44.1,2413.05,0,5040
4683-WYDOU,Male,0,1,0,62,1,1,Fiber optic,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),107.6,6912.7,0,4697
9052-DHNKM,Male,0,0,0,26,1,1,DSL,1,1,0,0,0,0,One year,0,Electronic check,61.55,1581.95,0,5156
6794-HKIAJ,Male,0,0,0,62,1,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),90.7,5586.45,0,5496
5578-NKCXI,Female,0,1,1,58,1,0,Fiber optic,1,1,0,0,1,1,One year,0,Credit card (automatic),99.25,5846.65,0,4098
1642-HMARX,Female,0,1,0,68,1,1,DSL,1,1,1,1,1,1,Two year,1,Electronic check,91.7,6424.7,0,4113
3096-WPXBT,Female,0,1,1,61,1,1,Fiber optic,1,1,1,0,0,1,One year,1,Credit card (automatic),100.7,6018.65,0,4804
8434-PNQZX,Female,0,0,0,42,1,1,DSL,0,0,1,1,1,1,Two year,1,Credit card (automatic),78.45,3373.4,0,3192
5950-AAAGJ,Male,0,0,0,18,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Bank transfer (automatic),84.3,1537.9,0,4612
4299-OPXEJ,Female,0,0,0,56,1,0,0,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),19.55,1080.55,0,5764
9618-LFJRU,Female,0,0,0,4,1,0,0,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.45,82.85,0,4344
6693-DJWTY,Female,0,0,1,35,1,0,DSL,1,1,0,0,0,0,One year,0,Credit card (automatic),55.6,2016.45,0,5964
0744-GKNGE,Female,0,1,1,64,1,1,Fiber optic,1,0,0,1,0,0,Month-to-month,1,Bank transfer (automatic),86.8,5327.25,0,4915
6447-EGDIV,Female,0,0,0,31,1,0,0,0,0,0,0,0,0,One year,0,Mailed check,20.95,683.25,0,5772
1167-OYZJF,Female,1,1,0,67,1,0,0,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.05,1263.05,0,4934
4806-DXQCE,Female,1,1,0,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,113.65,7714.65,0,6146
4854-SSLTN,Male,0,1,1,2,1,0,DSL,1,1,0,1,0,0,Two year,0,Mailed check,59.5,130.5,0,5613
5294-DMSFH,Female,0,1,1,29,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Credit card (automatic),87.8,2621.75,0,4780
4837-PZTIC,Female,0,0,0,47,0,0,DSL,1,0,1,1,0,0,Two year,0,Mailed check,41.9,1875.25,0,2540
0603-OLQDC,Male,0,0,1,12,1,0,DSL,1,0,0,0,1,1,Month-to-month,1,Mailed check,69.85,837.5,0,5796
3272-VUHPV,Female,0,1,1,8,1,0,DSL,0,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),56.3,401.5,0,3135
4176-FXYBO,Male,0,1,0,54,1,1,Fiber optic,1,1,1,0,1,1,Month-to-month,0,Electronic check,109.55,6118.95,0,6130
1063-DHQJF,Male,0,1,1,69,1,0,Fiber optic,0,1,0,1,1,0,Two year,1,Mailed check,92.15,6480.9,0,5817
8663-UPDGF,Female,0,0,0,26,1,1,DSL,1,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),69.5,1800.05,0,3866
6719-FGEDO,Female,0,1,0,72,1,1,Fiber optic,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),97.0,7104.2,0,6302
1837-YQUCE,Female,0,0,0,70,0,0,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),58.35,4214.25,0,4093
0369-ZGOVK,Female,0,1,1,28,1,0,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),70.4,1992.2,0,5195
9919-KNPOO,Female,0,1,0,21,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.3,1948.35,0,2058
7872-BAAZR,Female,0,1,1,53,1,0,0,0,0,0,0,0,0,One year,0,Bank transfer (automatic),19.55,1007.9,0,4670
9391-LMANN,Male,0,0,1,53,1,0,Fiber optic,1,1,1,0,0,1,One year,0,Electronic check,95.95,5036.9,0,4523
8174-TBVCF,Female,0,1,0,70,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),94.8,6859.05,0,5072
1698-XFZCI,Male,0,0,0,61,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,107.75,6521.9,0,5364
1877-HKBQX,Female,0,0,0,11,1,0,DSL,1,0,0,1,0,0,One year,1,Mailed check,54.6,617.85,0,2573
4450-DLLMH,Male,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),71.3,157.75,0,2274
0428-AXXLJ,Male,0,0,0,25,1,0,0,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.5,516.3,0,4761
2746-DIJLO,Female,0,0,0,41,1,1,DSL,0,1,0,0,0,0,One year,1,Credit card (automatic),56.3,2364.0,0,2994
3508-VLHCZ,Female,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),90.55,6239.05,0,6009
4086-ATNFV,Female,0,1,1,34,1,0,DSL,1,1,1,0,0,0,One year,1,Mailed check,60.8,2042.05,0,4522
0468-YRPXN,Male,0,0,0,29,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Credit card (automatic),98.8,2807.1,0,4580
5996-NRVXR,Male,1,1,0,40,1,0,Fiber optic,1,1,1,1,1,0,One year,1,Credit card (automatic),98.15,4116.8,0,4332
3739-YBWAB,Male,0,1,0,36,0,0,DSL,1,0,1,0,0,0,One year,0,Mailed check,35.35,1317.95,0,3314
7047-FWEYA,Female,0,1,0,46,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Electronic check,103.15,4594.65,0,3517
2000-MPKCA,Female,0,0,0,58,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Electronic check,107.75,6332.75,0,5121
9762-YAQAA,Male,0,0,0,39,1,1,Fiber optic,0,1,0,0,0,0,One year,0,Credit card (automatic),81.4,3213.75,0,4104
5473-KHBPS,Female,0,1,1,52,1,1,Fiber optic,0,1,1,0,1,0,One year,1,Credit card (automatic),95.7,4976.15,0,4415
0100-DUVFC,Male,1,1,0,70,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,104.8,7308.95,0,5291
5397-TUPSH,Male,1,1,0,65,1,0,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),70.95,4555.2,0,4871
8950-MTZNV,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,44.95,44.95,0,3256
0326-VDYXE,Female,0,1,0,70,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,97.65,6982.5,0,4252
6773-LQTVT,Female,1,1,1,29,0,0,DSL,0,1,1,0,0,0,Month-to-month,1,Mailed check,35.65,1025.15,0,4107
0436-TWFFZ,Female,0,0,0,67,1,1,DSL,1,0,1,1,1,1,Two year,1,Mailed check,85.25,5714.2,0,6322
8566-YPRGL,Female,0,0,0,1,1,0,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.5,19.5,0,5279
6609-MXJHJ,Female,0,1,1,30,1,1,0,0,0,0,0,0,0,Two year,1,Mailed check,25.1,789.55,0,5851
2669-OIDSD,Female,0,1,0,48,1,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Credit card (automatic),100.05,4834.0,0,3468
8400-WZICQ,Female,0,1,1,55,1,0,DSL,1,1,0,0,0,0,Month-to-month,0,Electronic check,55.7,3131.8,0,4149
9576-SYUHJ,Male,0,0,0,37,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Electronic check,91.15,3369.25,0,3194
0410-IPFTY,Female,0,1,0,31,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),83.85,2674.15,0,4283
2831-EBWRN,Male,0,0,0,4,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.9,199.75,0,3200
9430-NKQLY,Male,0,1,1,72,1,1,0,0,0,0,0,0,0,Two year,1,Credit card (automatic),25.1,1790.8,0,4185
0247-SLUJI,Male,0,1,1,1,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.7,19.7,0,2004
9402-ORRAH,Female,1,0,0,15,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,91.5,1400.3,0,4173
6483-OATDN,Male,0,1,1,8,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),51.3,411.6,0,2545
1293-HHSHJ,Female,0,0,0,35,1,0,0,0,0,0,0,0,0,One year,0,Mailed check,21.1,741.0,0,5707
4840-ORQXB,Female,1,0,0,56,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,104.75,5841.35,0,5128
3982-DQLUS,Male,1,1,1,65,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,1,Electronic check,85.75,5688.45,0,4978
8610-ZIKJJ,Female,0,1,1,2,1,0,0,0,0,0,0,0,0,One year,0,Mailed check,20.3,31.9,0,2843
3756-VNWDH,Male,1,1,0,65,1,1,Fiber optic,1,0,0,0,1,1,One year,1,Electronic check,100.75,6674.65,0,4368
7801-KICAO,Female,0,0,0,18,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.15,1345.75,0,5033
7673-LPRNY,Female,0,0,0,23,1,1,DSL,1,0,1,0,1,1,One year,1,Electronic check,78.55,1843.05,0,3127
6060-QBMGV,Male,0,1,0,70,1,0,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.85,1433.8,0,4442
7339-POGZN,Female,0,0,0,4,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,50.7,214.55,0,4288
2828-SLQPF,Male,0,0,0,19,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.0,865.85,0,4519
4465-VDKIQ,Female,0,0,0,18,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,0,Electronic check,77.8,1358.6,0,4228
2921-XWDJH,Female,1,1,0,38,1,0,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,83.45,3147.15,0,2768
2558-BUOZZ,Male,0,0,0,47,1,1,Fiber optic,1,1,0,0,1,0,One year,0,Bank transfer (automatic),94.8,4535.85,0,5022
9257-AZMTZ,Female,0,1,1,52,1,0,0,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.1,1078.75,0,4529
0003-MKNFE,Male,0,0,0,9,1,1,DSL,0,0,0,0,0,1,Month-to-month,0,Mailed check,59.9,542.4,0,5414
0975-UYDTX,Female,0,1,0,26,1,1,DSL,1,1,1,1,1,1,One year,1,Credit card (automatic),90.1,2312.55,0,2068
4682-BLBUC,Male,0,1,0,44,1,0,DSL,0,1,1,1,1,0,One year,1,Electronic check,70.95,3250.45,0,3678
0975-VOOVL,Female,0,0,0,3,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,29.2,98.5,0,4699
5968-VXZLG,Male,0,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),46.6,87.9,0,5096
5201-FRKKS,Male,0,0,0,25,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),74.3,1952.25,0,4815
9799-CAYJJ,Female,1,1,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.3,153.8,0,2901
5443-SCMKX,Female,0,1,0,58,1,1,Fiber optic,0,1,1,0,0,1,One year,1,Electronic check,94.3,5610.15,0,6166
8295-KMENE,Female,0,1,1,59,1,1,DSL,1,0,1,1,1,0,Two year,1,Mailed check,76.45,4519.5,0,5978
6738-ISCBM,Male,0,0,0,44,0,0,DSL,1,0,1,0,1,1,One year,1,Electronic check,54.0,2440.25,0,4256
9821-BESNZ,Male,0,0,0,66,1,1,Fiber optic,0,1,0,1,1,1,One year,1,Electronic check,104.25,6860.6,0,4915
3678-MNGZX,Male,0,1,1,68,1,0,0,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.95,1377.7,0,4165
1335-NTIUC,Male,0,0,0,9,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,24.95,190.25,0,5473
2916-BQZLN,Male,0,0,0,19,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Electronic check,84.75,1651.95,0,5157
4558-CGYCZ,Male,0,0,0,4,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.75,78.3,0,4987
2368-GAKKQ,Female,0,0,0,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),113.65,7939.25,0,6424
8710-YGLWG,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,44.9,44.9,0,2451
3199-XGZCY,Female,0,0,0,8,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.25,576.7,0,2332
3785-KTYSH,Male,0,0,0,53,1,1,0,0,0,0,0,0,0,Two year,0,Mailed check,24.6,1279.0,0,4610
6814-ZPWFQ,Male,1,0,0,51,1,1,0,0,0,0,0,0,0,One year,0,Bank transfer (automatic),25.0,1260.7,0,5896
4063-EIKNQ,Male,0,1,1,11,1,0,0,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.95,267.35,0,4075
6993-YCOBK,Male,0,1,1,60,1,1,Fiber optic,1,0,1,1,1,1,Two year,1,Electronic check,110.6,6586.85,0,5756
5206-HPJKM,Male,0,0,0,17,1,0,DSL,1,1,0,0,0,0,Month-to-month,1,Credit card (automatic),55.5,934.15,0,3190
8393-JMVMB,Male,0,0,0,1,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.45,19.45,0,2133
5019-GQVCR,Male,1,0,0,43,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.85,3645.6,0,4556
6036-TTFYU,Female,0,1,0,16,1,0,0,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.6,314.45,0,4298
2550-AEVRU,Female,0,1,1,57,1,0,DSL,1,1,0,0,0,0,One year,0,Electronic check,53.45,3053.0,0,5660
0969-RGKCU,Male,0,1,1,37,1,0,0,0,0,0,0,0,0,One year,0,Credit card (automatic),19.8,677.05,0,5137
0378-CJKPV,Female,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),112.1,7965.95,0,4272
2880-FPNAE,Male,1,1,0,2,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,74.2,140.1,0,3170
1703-MGIAB,Female,0,0,0,17,1,1,DSL,0,0,1,1,1,0,Month-to-month,1,Mailed check,69.0,1108.0,0,4439
4311-QTTAI,Female,0,0,0,16,1,0,0,0,0,0,0,0,0,One year,0,Credit card (automatic),19.35,295.55,0,2017
4318-RAJVY,Female,0,0,0,10,1,0,0,0,0,0,0,0,0,One year,1,Mailed check,19.8,198.25,0,5270
3612-YUNGG,Male,0,1,1,64,1,1,Fiber optic,0,1,1,1,1,1,Two year,1,Credit card (automatic),109.2,6741.15,0,5543
2254-DLXRI,Female,0,0,0,1,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,79.15,79.15,0,2742
5062-CJJKH,Male,0,1,1,25,1,0,DSL,0,1,1,0,0,0,One year,0,Mailed check,53.65,1355.45,0,5854
9028-LIHRP,Male,0,1,1,71,1,0,Fiber optic,1,1,1,1,1,0,Two year,0,Credit card (automatic),100.2,7209.0,0,5502
1053-MXTTK,Female,0,1,1,72,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),108.65,7726.35,0,5730
1530-ZTDOZ,Female,0,1,0,49,0,0,DSL,1,0,0,0,1,0,Month-to-month,0,Bank transfer (automatic),40.65,2070.75,0,5565
1301-LOPVR,Male,0,1,1,29,0,0,DSL,1,1,1,1,0,1,One year,1,Credit card (automatic),55.35,1636.95,0,5138
0853-TWRVK,Male,0,1,0,72,1,1,Fiber optic,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),105.6,7581.5,0,5981
6212-ATMLK,Female,0,0,0,50,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.7,4729.75,0,4164
8200-LGKSR,Male,0,1,0,71,1,1,DSL,1,0,1,1,1,1,Two year,0,Electronic check,83.2,6126.1,0,5350
1568-BEKZM,Male,1,1,0,70,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),90.05,6333.4,0,4666
0670-ANMUU,Male,0,0,0,71,1,1,Fiber optic,1,0,0,1,0,1,One year,0,Credit card (automatic),97.65,6687.85,0,5319
6897-RWMUB,Male,0,1,1,61,1,0,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),68.05,4158.25,0,4436
6999-CHVCF,Male,0,0,0,68,1,1,Fiber optic,1,1,1,0,0,1,Two year,1,Bank transfer (automatic),102.1,7149.35,0,5228
6134-KWTBV,Male,0,0,0,62,1,1,0,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),23.4,1429.65,0,5822
1077-HUUJM,Female,0,0,1,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.05,472.65,0,4668
0895-LNKRC,Male,0,1,1,6,1,0,0,0,0,0,0,0,0,One year,0,Mailed check,19.45,113.5,0,3461
2045-BMBTJ,Female,1,0,0,33,0,0,DSL,1,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),59.45,1884.65,0,3116
8417-GSODA,Male,0,1,1,28,1,1,Fiber optic,0,0,0,0,1,1,One year,0,Bank transfer (automatic),92.2,2568.15,0,5116
5171-EPLKN,Male,0,0,0,27,1,0,0,0,0,0,0,0,0,Two year,0,Credit card (automatic),19.85,470.0,0,2176
4452-QIIEB,Male,0,0,0,7,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,43.9,278.4,0,3565
6741-EGCBI,Male,1,0,0,30,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Credit card (automatic),90.5,2595.85,0,5983
7820-ZYGNY,Male,0,0,0,63,1,1,Fiber optic,0,1,0,0,0,1,One year,0,Credit card (automatic),90.45,5825.5,0,4616
9677-AVKED,Female,0,0,1,53,1,1,DSL,0,1,1,1,1,1,One year,1,Electronic check,84.6,4449.75,0,4733
2227-JRSJX,Female,0,0,0,21,1,0,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Bank transfer (automatic),99.15,1956.4,0,5324
9847-HNVGP,Male,0,0,0,17,1,0,0,0,0,0,0,0,0,One year,0,Mailed check,19.95,310.6,0,2221
6696-YDAYZ,Male,0,1,1,16,1,0,0,0,0,0,0,0,0,Two year,0,Mailed check,20.5,290.55,0,2856
8980-WQFWL,Female,0,0,0,35,1,0,DSL,0,0,1,0,0,1,Month-to-month,1,Electronic check,62.1,2096.1,0,5315
1730-ZMAME,Female,1,0,0,32,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.5,2665.0,0,3041
6506-EYCNH,Female,0,1,1,28,1,0,0,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),19.55,543.8,0,3948
4634-JLRJT,Female,0,0,0,1,1,0,0,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.35,20.35,0,2183
9501-UKKNL,Male,0,0,0,59,0,0,DSL,0,0,0,1,1,1,Month-to-month,1,Electronic check,51.7,3005.8,0,6107
2560-QTSBS,Female,0,1,1,72,1,1,0,0,0,0,0,0,0,One year,1,Bank transfer (automatic),23.3,1623.15,0,4152
4795-WRNVT,Female,0,0,0,40,1,0,DSL,1,1,0,0,1,0,Month-to-month,0,Mailed check,65.1,2586.0,0,3885
6080-TCMYC,Male,0,1,1,40,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,81.2,3292.3,0,5370
7860-UXCRM,Male,0,1,1,63,1,0,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),74.5,4674.55,0,6382
6357-JJPQT,Female,0,0,0,3,1,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,80.5,232.35,0,2032
2292-XQWSV,Male,0,1,1,40,0,0,DSL,0,1,1,1,1,1,One year,0,Mailed check,60.3,2448.5,0,3724
9552-TGUZV,Male,0,1,0,8,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Mailed check,75.0,658.1,0,5413
5913-INRQV,Male,1,1,0,34,1,0,Fiber optic,1,0,0,1,1,0,One year,0,Mailed check,90.15,3128.8,0,3202
9643-YBLUR,Male,0,1,0,9,1,1,DSL,0,1,1,0,0,1,Month-to-month,1,Credit card (automatic),69.05,653.95,0,2907
8734-FNWVH,Male,0,1,1,31,1,1,DSL,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),59.7,1825.5,0,2425
9447-YPTBX,Female,0,1,0,50,1,0,0,0,0,0,0,0,0,One year,1,Bank transfer (automatic),19.85,943.1,0,4358
9026-LHEVG,Female,0,0,0,9,0,0,DSL,0,1,0,0,0,1,Month-to-month,0,Electronic check,40.75,359.4,0,2973
7011-CVEUC,Male,0,1,0,25,1,0,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Credit card (automatic),95.7,2338.35,0,4535
6185-TASNN,Male,1,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,46.3,46.3,0,2546
7925-PNRGI,Female,0,1,1,45,1,1,DSL,1,1,1,1,1,0,Month-to-month,0,Mailed check,81.3,3541.1,0,3111
1552-CZCLL,Female,0,1,1,55,1,0,0,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),20.0,1087.25,0,4277
3038-PQIUY,Female,0,0,0,38,1,1,DSL,1,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),66.15,2522.4,0,4933
9313-CDOGY,Male,0,1,1,38,1,0,0,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.6,717.3,0,3854
8148-BPLZQ,Male,0,0,0,34,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Electronic check,49.8,1734.2,0,2711
2623-DRYAM,Female,0,1,0,70,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,101.75,7069.3,0,5596
9987-LUTYD,Female,0,0,0,13,1,0,DSL,1,0,0,1,0,0,One year,0,Mailed check,55.15,742.9,0,3161
4488-KQFDT,Female,0,0,0,61,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,103.95,6423.0,0,4148
5693-PIPCS,Male,0,0,0,41,1,0,Fiber optic,0,1,0,1,1,1,Two year,1,Credit card (automatic),99.65,4220.35,0,2640
0491-KAPQG,Male,0,0,0,21,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.7,1558.7,0,2071
1925-LFCZZ,Male,1,0,0,55,0,0,DSL,0,0,1,0,1,1,One year,1,Bank transfer (automatic),50.05,2743.45,0,4932
8039-EQPIM,Male,0,1,0,69,0,0,DSL,1,0,1,1,1,1,Two year,0,Bank transfer (automatic),60.25,4055.5,0,5717
8707-RMEZH,Female,1,1,0,69,1,0,Fiber optic,1,1,0,0,0,1,One year,0,Credit card (automatic),87.3,6055.55,0,4148
3209-ZPKFI,Male,0,1,1,47,1,1,DSL,0,1,0,0,0,0,Month-to-month,0,Electronic check,54.25,2538.2,0,2320
6479-VDGRK,Female,0,1,1,72,1,0,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),85.3,6129.2,0,4456
9373-WSLOY,Male,1,1,0,33,0,0,DSL,0,1,1,1,1,0,Month-to-month,1,Electronic check,50.0,1750.85,0,5600
